pos	nA	nC	nG	nT	GCsk	TAsk	cGCsk	cTAsk
1285500	326	158	184	332	26	6	36585	15126
1286500	337	174	191	298	17	-39	36602	15087
1287500	303	196	214	287	18	-16	36620	15071
1288500	301	162	215	322	53	21	36673	15092
1289500	286	209	189	316	-20	30	36653	15122
1290500	329	166	165	340	-1	11	36652	15133
1291500	336	149	178	337	29	1	36681	15134
1292500	268	155	188	389	33	121	36714	15255
1293500	312	169	184	335	15	23	36729	15278
1294500	315	176	217	292	41	-23	36770	15255
1295500	278	198	198	326	0	48	36770	15303
1296500	278	174	184	364	10	86	36780	15389
1297500	295	173	216	316	43	21	36823	15410
1298500	337	155	181	327	26	-10	36849	15400
1299500	289	146	195	370	49	81	36898	15481
1300500	285	169	217	329	48	44	36946	15525
1301500	332	168	176	324	8	-8	36954	15517
1302500	306	163	164	367	1	61	36955	15578
1303500	359	170	193	278	23	-81	36978	15497
1304500	309	153	179	359	26	50	37004	15547
1305500	300	183	220	297	37	-3	37041	15544
1306500	298	170	214	318	44	20	37085	15564
1307500	325	154	216	305	62	-20	37147	15544
1308500	356	141	246	257	105	-99	37252	15445
1309500	294	148	195	363	47	69	37299	15514
1310500	325	158	192	325	34	0	37333	15514
1311500	306	182	230	282	48	-24	37381	15490
1312500	312	169	185	334	16	22	37397	15512
1313500	283	223	187	307	-36	24	37361	15536
1314500	298	168	184	350	16	52	37377	15588
1315500	280	190	212	318	22	38	37399	15626
1316500	309	187	224	280	37	-29	37436	15597
1317500	290	184	228	298	44	8	37480	15605
1318500	308	157	230	305	73	-3	37553	15602
1319500	298	167	227	308	60	10	37613	15612
1320500	313	158	236	293	78	-20	37691	15592
1321500	301	171	225	303	54	2	37745	15594
1322500	359	162	187	292	25	-67	37770	15527
1323500	363	153	196	288	43	-75	37813	15452
1324500	329	189	190	292	1	-37	37814	15415
1325500	326	177	195	302	18	-24	37832	15391
1326500	322	172	204	302	32	-20	37864	15371
1327500	294	203	186	317	-17	23	37847	15394
1328500	301	191	198	310	7	9	37854	15403
1329500	363	176	179	282	3	-81	37857	15322
1330500	330	209	197	264	-12	-66	37845	15256
1331500	302	175	232	291	57	-11	37902	15245
1332500	306	172	217	305	45	-1	37947	15244
1333500	336	167	179	318	12	-18	37959	15226
1334500	310	149	229	312	80	2	38039	15228
1335500	301	205	169	325	-36	24	38003	15252
1336500	276	217	180	327	-37	51	37966	15303
1337500	296	219	188	297	-31	1	37935	15304
1338500	314	206	185	295	-21	-19	37914	15285
1339500	297	185	206	312	21	15	37935	15300
1340500	264	217	214	305	-3	41	37932	15341
1341500	272	210	202	316	-8	44	37924	15385
1342500	303	167	200	330	33	27	37957	15412
1343500	286	175	224	315	49	29	38006	15441
1344500	235	154	245	366	91	131	38097	15572
1345500	257	177	211	355	34	98	38131	15670
1346500	336	153	198	313	45	-23	38176	15647
1347500	309	158	209	324	51	15	38227	15662
1348500	307	166	192	335	26	28	38253	15690
1349500	297	169	217	317	48	20	38301	15710
1350500	312	171	209	308	38	-4	38339	15706
1351500	350	139	172	339	33	-11	38372	15695
1352500	317	132	232	319	100	2	38472	15697
1353500	309	173	179	339	6	30	38478	15727
1354500	362	186	183	269	-3	-93	38475	15634
1355500	263	241	181	315	-60	52	38415	15686
1356500	275	183	189	353	6	78	38421	15764
1357500	237	169	200	394	31	157	38452	15921
1358500	279	229	186	306	-43	27	38409	15948
1359500	314	161	223	302	62	-12	38471	15936
1360500	333	174	220	273	46	-60	38517	15876
1361500	287	206	206	301	0	14	38517	15890
1362500	311	166	243	280	77	-31	38594	15859
1363500	332	177	213	278	36	-54	38630	15805
1364500	313	175	235	277	60	-36	38690	15769
1365500	306	195	221	278	26	-28	38716	15741
1366500	332	169	210	289	41	-43	38757	15698
1367500	334	167	218	281	51	-53	38808	15645
1368500	325	192	216	267	24	-58	38832	15587
1369500	315	180	202	303	22	-12	38854	15575
1370500	325	171	218	286	47	-39	38901	15536
1371500	368	158	204	270	46	-98	38947	15438
1372500	330	164	181	325	17	-5	38964	15433
1373500	339	138	196	327	58	-12	39022	15421
1374500	351	175	188	286	13	-65	39035	15356
1375500	330	183	193	294	10	-36	39045	15320
1376500	279	211	203	307	-8	28	39037	15348
1377500	297	177	181	345	4	48	39041	15396
1378500	275	160	224	341	64	66	39105	15462
1379500	308	152	232	308	80	0	39185	15462
1380500	316	191	185	308	-6	-8	39179	15454
1381500	283	216	195	306	-21	23	39158	15477
1382500	310	167	213	310	46	0	39204	15477
1383500	306	175	200	319	25	13	39229	15490
1384500	332	159	239	270	80	-62	39309	15428
1385500	322	171	211	296	40	-26	39349	15402
1386500	308	179	212	301	33	-7	39382	15395
1387500	310	158	254	278	96	-32	39478	15363
1388500	327	171	222	280	51	-47	39529	15316
1389500	280	191	182	347	-9	67	39520	15383
1390500	308	156	164	372	8	64	39528	15447
1391500	269	204	181	346	-23	77	39505	15524
1392500	306	175	179	340	4	34	39509	15558
1393500	351	187	135	327	-52	-24	39457	15534
1394500	260	172	201	367	29	107	39486	15641
1395500	310	173	193	324	20	14	39506	15655
1396500	305	163	196	336	33	31	39539	15686
1397500	306	188	195	311	7	5	39546	15691
1398500	276	170	181	373	11	97	39557	15788
1399500	328	194	202	276	8	-52	39565	15736
1400500	380	193	219	208	26	-172	39591	15564
1401500	396	163	194	247	31	-149	39622	15415
1402500	356	181	182	281	1	-75	39623	15340
1403500	328	191	176	305	-15	-23	39608	15317
1404500	292	171	220	317	49	25	39657	15342
1405500	301	172	235	292	63	-9	39720	15333
1406500	311	169	233	287	64	-24	39784	15309
1407500	309	166	230	295	64	-14	39848	15295
1408500	306	185	217	292	32	-14	39880	15281
1409500	303	174	232	291	58	-12	39938	15269
1410500	293	149	177	381	28	88	39966	15357
1411500	346	190	149	315	-41	-31	39925	15326
1412500	317	158	186	339	28	22	39953	15348
1413500	281	219	189	311	-30	30	39923	15378
1414500	266	180	206	348	26	82	39949	15460
1415500	244	190	226	340	36	96	39985	15556
1416500	292	166	207	335	41	43	40026	15599
1417500	351	169	198	282	29	-69	40055	15530
1418500	288	184	195	333	11	45	40066	15575
1419500	297	156	167	380	11	83	40077	15658
1420500	386	169	174	271	5	-115	40082	15543
1421500	372	188	190	250	2	-122	40084	15421
1422500	305	155	216	324	61	19	40145	15440
1423500	310	174	221	295	47	-15	40192	15425
1424500	306	143	186	365	43	59	40235	15484
1425500	335	137	170	358	33	23	40268	15507
1426500	299	190	236	275	46	-24	40314	15483
1427500	244	190	276	290	86	46	40400	15529
1428500	278	190	232	300	42	22	40442	15551
1429500	295	182	200	323	18	28	40460	15579
1430500	300	163	201	336	38	36	40498	15615
1431500	287	214	182	317	-32	30	40466	15645
1432500	285	189	184	342	-5	57	40461	15702
1433500	283	200	198	319	-2	36	40459	15738
1434500	278	212	197	313	-15	35	40444	15773
1435500	334	205	172	289	-33	-45	40411	15728
1436500	326	210	174	290	-36	-36	40375	15692
1437500	307	186	168	339	-18	32	40357	15724
1438500	261	173	197	369	24	108	40381	15832
1439500	275	186	193	346	7	71	40388	15903
1440500	249	239	210	302	-29	53	40359	15956
1441500	284	185	200	331	15	47	40374	16003
1442500	294	165	254	287	89	-7	40463	15996
1443500	309	180	210	301	30	-8	40493	15988
1444500	348	174	203	275	29	-73	40522	15915
1445500	276	153	204	367	51	91	40573	16006
1446500	307	147	186	360	39	53	40612	16059
1447500	291	190	186	333	-4	42	40608	16101
1448500	296	209	195	300	-14	4	40594	16105
1449500	271	225	185	319	-40	48	40554	16153
1450500	309	168	199	324	31	15	40585	16168
1451500	344	171	203	282	32	-62	40617	16106
1452500	309	160	233	298	73	-11	40690	16095
1453500	297	191	241	271	50	-26	40740	16069
1454500	314	161	228	297	67	-17	40807	16052
1455500	317	173	216	294	43	-23	40850	16029
1456500	300	161	237	302	76	2	40926	16031
1457500	336	178	228	258	50	-78	40976	15953
1458500	306	167	195	332	28	26	41004	15979
1459500	296	169	154	381	-15	85	40989	16064
1460500	273	174	175	378	1	105	40990	16169
1461500	250	177	149	424	-28	174	40962	16343
1462500	279	176	168	377	-8	98	40954	16441
1463500	351	149	253	247	104	-104	41058	16337
1464500	304	170	181	345	11	41	41069	16378
1465500	331	182	160	327	-22	-4	41047	16374
1466500	349	167	166	318	-1	-31	41046	16343
1467500	277	175	222	326	47	49	41093	16392
1468500	255	185	212	348	27	93	41120	16485
1469500	300	207	182	311	-25	11	41095	16496
1470500	298	194	199	309	5	11	41100	16507
1471500	307	188	209	296	21	-11	41121	16496
1472500	318	182	205	295	23	-23	41144	16473
1473500	349	143	193	315	50	-34	41194	16439
1474500	327	149	194	330	45	3	41239	16442
1475500	341	178	189	292	11	-49	41250	16393
1476500	322	160	204	314	44	-8	41294	16385
1477500	340	159	216	285	57	-55	41351	16330
1478500	309	169	204	318	35	9	41386	16339
1479500	323	175	191	311	16	-12	41402	16327
1480500	261	208	195	336	-13	75	41389	16402
1481500	325	188	198	289	10	-36	41399	16366
1482500	350	206	192	252	-14	-98	41385	16268
1483500	267	192	216	325	24	58	41409	16326
1484500	295	198	191	316	-7	21	41402	16347
1485500	350	160	194	296	34	-54	41436	16293
1486500	297	159	239	305	80	8	41516	16301
1487500	332	172	189	307	17	-25	41533	16276
1488500	364	175	172	289	-3	-75	41530	16201
1489500	297	165	249	289	84	-8	41614	16193
1490500	282	173	250	295	77	13	41691	16206
1491500	254	182	246	318	64	64	41755	16270
1492500	324	192	196	288	4	-36	41759	16234
1493500	314	151	225	310	74	-4	41833	16230
1494500	315	171	225	289	54	-26	41887	16204
1495500	326	155	185	334	30	8	41917	16212
1496500	310	155	198	337	43	27	41960	16239
1497500	386	143	180	291	37	-95	41997	16144
1498500	352	172	180	296	8	-56	42005	16088
1499500	287	192	187	334	-5	47	42000	16135
1500500	314	165	177	344	12	30	42012	16165
1501500	302	183	231	284	48	-18	42060	16147
1502500	300	163	228	309	65	9	42125	16156
1503500	280	185	226	309	41	29	42166	16185
1504500	312	153	239	296	86	-16	42252	16169
1505500	298	157	253	292	96	-6	42348	16163
1506500	314	168	202	316	34	2	42382	16165
1507500	350	166	202	282	36	-68	42418	16097
1508500	320	163	193	324	30	4	42448	16101
1509500	299	164	216	321	52	22	42500	16123
1510500	306	165	212	317	47	11	42547	16134
1511500	297	173	202	328	29	31	42576	16165
1512500	229	158	245	368	87	139	42663	16304
1513500	319	185	194	302	9	-17	42672	16287
1514500	338	186	185	291	-1	-47	42671	16240
1515500	288	197	184	331	-13	43	42658	16283
1516500	346	168	188	298	20	-48	42678	16235
1517500	352	153	191	304	38	-48	42716	16187
1518500	307	173	203	317	30	10	42746	16197
1519500	298	185	175	342	-10	44	42736	16241
1520500	318	163	207	312	44	-6	42780	16235
1521500	321	178	220	281	42	-40	42822	16195
1522500	283	178	203	336	25	53	42847	16248
1523500	326	198	200	276	2	-50	42849	16198
1524500	306	150	240	304	90	-2	42939	16196
1525500	291	213	185	311	-28	20	42911	16216
1526500	324	171	193	312	22	-12	42933	16204
1527500	278	186	219	317	33	39	42966	16243
1528500	335	155	231	279	76	-56	43042	16187
1529500	300	180	252	268	72	-32	43114	16155
1530500	325	168	203	304	35	-21	43149	16134
1531500	299	169	231	301	62	2	43211	16136
1532500	279	176	252	293	76	14	43287	16150
1533500	314	159	233	294	74	-20	43361	16130
1534500	332	145	235	288	90	-44	43451	16086
1535500	314	158	212	316	54	2	43505	16088
1536500	322	141	203	334	62	12	43567	16100
1537500	311	174	204	311	30	0	43597	16100
1538500	323	159	200	318	41	-5	43638	16095
1539500	340	151	208	301	57	-39	43695	16056
1540500	342	145	190	323	45	-19	43740	16037
1541500	323	159	206	312	47	-11	43787	16026
1542500	340	148	183	329	35	-11	43822	16015
1543500	261	156	195	388	39	127	43861	16142
1544500	313	172	161	354	-11	41	43850	16183
1545500	284	229	168	319	-61	35	43789	16218
1546500	275	182	207	336	25	61	43814	16279
1547500	310	204	188	298	-16	-12	43798	16267
1548500	308	180	192	320	12	12	43810	16279
1549500	330	166	174	330	8	0	43818	16279
1550500	282	195	206	317	11	35	43829	16314
1551500	283	195	172	350	-23	67	43806	16381
1552500	302	209	163	326	-46	24	43760	16405
1553500	301	174	189	336	15	35	43775	16440
1554500	305	178	213	304	35	-1	43810	16439
1555500	305	159	210	326	51	21	43861	16460
1556500	328	167	224	281	57	-47	43918	16413
1557500	324	157	221	298	64	-26	43982	16387
1558500	323	177	230	270	53	-53	44035	16334
1559500	350	161	166	323	5	-27	44040	16307
1560500	359	149	181	311	32	-48	44072	16259
1561500	326	179	189	306	10	-20	44082	16239
1562500	347	143	210	300	67	-47	44149	16192
1563500	354	154	188	304	34	-50	44183	16142
1564500	305	179	184	332	5	27	44188	16169
1565500	296	173	176	355	3	59	44191	16228
1566500	323	172	214	291	42	-32	44233	16196
1567500	358	155	195	292	40	-66	44273	16130
1568500	318	202	175	305	-27	-13	44246	16117
1569500	292	186	187	335	1	43	44247	16160
1570500	313	173	208	306	35	-7	44282	16153
1571500	307	175	236	282	61	-25	44343	16128
1572500	330	155	241	274	86	-56	44429	16072
1573500	309	168	201	322	33	13	44462	16085
1574500	276	189	227	308	38	32	44500	16117
1575500	324	158	211	307	53	-17	44553	16100
1576500	286	167	237	310	70	24	44623	16124
1577500	305	179	210	306	31	1	44654	16125
1578500	339	149	209	303	60	-36	44714	16089
1579500	317	173	235	275	62	-42	44776	16047
1580500	306	171	256	267	85	-39	44861	16008
1581500	352	150	210	288	60	-64	44921	15944
1582500	312	153	194	341	41	29	44962	15973
1583500	327	157	155	361	-2	34	44960	16007
1584500	283	188	188	341	0	58	44960	16065
1585500	333	160	163	344	3	11	44963	16076
1586500	348	139	161	352	22	4	44985	16080
1587500	332	184	187	297	3	-35	44988	16045
1588500	307	177	171	345	-6	38	44982	16083
1589500	300	202	192	306	-10	6	44972	16089
1590500	325	168	218	289	50	-36	45022	16053
1591500	280	169	234	317	65	37	45087	16090
1592500	303	168	197	332	29	29	45116	16119
1593500	331	170	201	298	31	-33	45147	16086
1594500	296	168	215	321	47	25	45194	16111
1595500	307	157	223	313	66	6	45260	16117
1596500	347	178	182	293	4	-54	45264	16063
1597500	343	158	159	340	1	-3	45265	16060
1598500	273	152	204	371	52	98	45317	16158
1599500	320	186	205	289	19	-31	45336	16127
1600500	312	143	185	360	42	48	45378	16175
1601500	299	178	181	342	3	43	45381	16218
1602500	347	169	169	315	0	-32	45381	16186
1603500	323	165	208	304	43	-19	45424	16167
1604500	325	164	172	339	8	14	45432	16181
1605500	310	190	164	336	-26	26	45406	16207
1606500	343	134	192	331	58	-12	45464	16195
1607500	344	161	217	278	56	-66	45520	16129
1608500	349	178	221	252	43	-97	45563	16032
1609500	367	148	191	294	43	-73	45606	15959
1610500	339	160	204	297	44	-42	45650	15917
1611500	314	172	209	305	37	-9	45687	15908
1612500	373	152	193	282	41	-91	45728	15817
1613500	396	130	166	308	36	-88	45764	15729
1614500	323	171	167	339	-4	16	45760	15745
1615500	324	142	152	382	10	58	45770	15803
1616500	278	187	151	384	-36	106	45734	15909
1617500	331	166	171	332	5	1	45739	15910
1618500	353	158	179	310	21	-43	45760	15867
1619500	326	174	200	300	26	-26	45786	15841
1620500	320	168	207	305	39	-15	45825	15826
1621500	330	150	191	329	41	-1	45866	15825
1622500	330	150	200	320	50	-10	45916	15815
1623500	303	158	161	378	3	75	45919	15890
1624500	274	173	169	384	-4	110	45915	16000
1625500	333	151	145	371	-6	38	45909	16038
1626500	288	204	166	342	-38	54	45871	16092
1627500	287	226	153	334	-73	47	45798	16139
1628500	282	199	174	345	-25	63	45773	16202
1629500	259	205	179	357	-26	98	45747	16300
1630500	280	218	172	330	-46	50	45701	16350
1631500	262	235	182	321	-53	59	45648	16409
1632500	297	189	197	317	8	20	45656	16429
1633500	371	182	171	276	-11	-95	45645	16334
1634500	355	186	174	285	-12	-70	45633	16264
1635500	284	182	188	346	6	62	45639	16326
1636500	314	180	203	303	23	-11	45662	16315
1637500	325	167	194	314	27	-11	45689	16304
1638500	354	154	195	297	41	-57	45730	16247
1639500	256	160	203	381	43	125	45773	16372
1640500	314	157	170	359	13	45	45786	16417
1641500	301	142	167	390	25	89	45811	16506
1642500	329	183	184	304	1	-25	45812	16481
1643500	282	177	191	350	14	68	45826	16549
1644500	322	165	205	308	40	-14	45866	16535
1645500	358	147	214	281	67	-77	45933	16458
1646500	289	176	151	384	-25	95	45908	16553
1647500	366	150	189	295	39	-71	45947	16482
1648500	353	183	162	302	-21	-51	45926	16431
1649500	308	167	164	361	-3	53	45923	16484
1650500	350	171	164	315	-7	-35	45916	16449
1651500	306	187	220	287	33	-19	45949	16430
1652500	356	158	211	275	53	-81	46002	16349
1653500	291	148	215	346	67	55	46069	16404
1654500	307	172	188	333	16	26	46085	16430
1655500	331	168	165	336	-3	5	46082	16435
1656500	303	191	157	349	-34	46	46048	16481
1657500	335	165	187	313	22	-22	46070	16459
1658500	281	217	186	316	-31	35	46039	16494
1659500	289	221	189	301	-32	12	46007	16506
1660500	276	199	176	349	-23	73	45984	16579
1661500	315	184	182	319	-2	4	45982	16583
1662500	280	202	181	337	-21	57	45961	16640
1663500	321	186	183	310	-3	-11	45958	16629
1664500	345	202	164	289	-38	-56	45920	16573
1665500	352	185	147	316	-38	-36	45882	16537
1666500	312	207	177	304	-30	-8	45852	16529
1667500	347	163	181	309	18	-38	45870	16491
1668500	368	172	155	305	-17	-63	45853	16428
1669500	292	189	195	324	6	32	45859	16460
1670500	357	172	184	287	12	-70	45871	16390
1671500	284	194	164	358	-30	74	45841	16464
1672500	292	207	180	321	-27	29	45814	16493
1673500	277	224	165	334	-59	57	45755	16550
1674500	280	204	157	359	-47	79	45708	16629
1675500	288	207	171	334	-36	46	45672	16675
1676500	273	198	173	356	-25	83	45647	16758
1677500	287	179	171	363	-8	76	45639	16834
1678500	307	204	166	323	-38	16	45601	16850
1679500	291	167	168	374	1	83	45602	16933
1680500	297	179	186	338	7	41	45609	16974
1681500	276	197	169	358	-28	82	45581	17056
1682500	326	198	170	306	-28	-20	45553	17036
1683500	301	192	200	307	8	6	45561	17042
1684500	316	161	200	323	39	7	45600	17049
1685500	333	150	160	357	10	24	45610	17073
1686500	296	197	181	326	-16	30	45594	17103
1687500	326	180	186	308	6	-18	45600	17085
1688500	300	182	233	285	51	-15	45651	17070
1689500	311	184	223	282	39	-29	45690	17041
1690500	314	168	198	320	30	6	45720	17047
1691500	297	159	169	375	10	78	45730	17125
1692500	300	151	183	366	32	66	45762	17191
1693500	264	181	189	366	8	102	45770	17293
1694500	305	195	201	299	6	-6	45776	17287
1695500	312	151	187	350	36	38	45812	17325
1696500	354	181	155	310	-26	-44	45786	17281
1697500	299	192	209	300	17	1	45803	17282
1698500	277	193	199	331	6	54	45809	17336
1699500	298	182	208	312	26	14	45835	17350
1700500	290	196	200	314	4	24	45839	17374
1701500	321	184	199	296	15	-25	45854	17349
1702500	321	184	176	319	-8	-2	45846	17347
1703500	307	215	185	293	-30	-14	45816	17333
1704500	292	225	212	271	-13	-21	45803	17312
1705500	203	231	176	390	-55	187	45748	17499
1706500	302	214	178	306	-36	4	45712	17503
1707500	293	215	162	330	-53	37	45659	17540
1708500	306	184	170	340	-14	34	45645	17574
1709500	320	158	151	371	-7	51	45638	17625
1710500	336	156	164	344	8	8	45646	17633
1711500	328	198	164	310	-34	-18	45612	17615
1712500	267	217	167	349	-50	82	45562	17697
1713500	290	231	165	314	-66	24	45496	17721
1714500	307	201	168	324	-33	17	45463	17738
1715500	296	204	163	337	-41	41	45422	17779
1716500	285	227	156	332	-71	47	45351	17826
1717500	301	213	155	331	-58	30	45293	17856
1718500	304	170	159	367	-11	63	45282	17919
1719500	287	158	162	393	4	106	45286	18025
1720500	290	160	191	359	31	69	45317	18094
1721500	294	197	157	352	-40	58	45277	18152
1722500	269	208	165	358	-43	89	45234	18241
1723500	272	176	145	407	-31	135	45203	18376
1724500	372	196	153	279	-43	-93	45160	18283
1725500	301	164	164	371	0	70	45160	18353
1726500	318	188	147	347	-41	29	45119	18382
1727500	307	201	182	310	-19	3	45100	18385
1728500	269	246	169	316	-77	47	45023	18432
1729500	286	245	166	303	-79	17	44944	18449
1730500	277	250	182	291	-68	14	44876	18463
1731500	300	194	162	344	-32	44	44844	18507
1732500	301	194	156	349	-38	48	44806	18555
1733500	273	194	178	355	-16	82	44790	18637
1734500	285	209	158	348	-51	63	44739	18700
1735500	286	217	162	335	-55	49	44684	18749
1736500	305	221	183	291	-38	-14	44646	18735
1737500	366	182	184	268	2	-98	44648	18637
1738500	350	183	181	286	-2	-64	44646	18573
1739500	333	189	211	267	22	-66	44668	18507
1740500	339	166	210	285	44	-54	44712	18453
1741500	310	211	174	305	-37	-5	44675	18448
1742500	327	174	203	296	29	-31	44704	18417
1743500	327	167	188	318	21	-9	44725	18408
1744500	316	213	171	300	-42	-16	44683	18392
1745500	280	209	194	317	-15	37	44668	18429
1746500	308	213	196	283	-17	-25	44651	18404
1747500	325	190	161	324	-29	-1	44622	18403
1748500	291	203	226	280	23	-11	44645	18392
1749500	314	204	162	320	-42	6	44603	18398
1750500	324	185	167	324	-18	0	44585	18398
1751500	356	182	167	295	-15	-61	44570	18337
1752500	358	190	160	292	-30	-66	44540	18271
1753500	313	204	200	283	-4	-30	44536	18241
1754500	312	182	205	301	23	-11	44559	18230
1755500	301	179	150	370	-29	69	44530	18299
1756500	309	177	162	352	-15	43	44515	18342
1757500	345	167	144	344	-23	-1	44492	18341
1758500	312	189	181	318	-8	6	44484	18347
1759500	290	227	184	299	-43	9	44441	18356
1760500	277	233	158	332	-75	55	44366	18411
1761500	287	205	161	347	-44	60	44322	18471
1762500	308	217	166	309	-51	1	44271	18472
1763500	294	228	169	309	-59	15	44212	18487
1764500	300	225	183	292	-42	-8	44170	18479
1765500	357	185	169	289	-16	-68	44154	18411
1766500	281	214	199	306	-15	25	44139	18436
1767500	346	175	163	316	-12	-30	44127	18406
1768500	298	199	183	320	-16	22	44111	18428
1769500	302	206	171	321	-35	19	44076	18447
1770500	331	184	190	295	6	-36	44082	18411
1771500	305	201	181	313	-20	8	44062	18419
1772500	328	183	151	338	-32	10	44030	18429
1773500	355	178	168	299	-10	-56	44020	18373
1774500	295	232	145	328	-87	33	43933	18406
1775500	303	180	192	325	12	22	43945	18428
1776500	324	186	145	345	-41	21	43904	18449
1777500	272	230	186	312	-44	40	43860	18489
1778500	306	266	181	247	-85	-59	43775	18430
1779500	339	199	157	305	-42	-34	43733	18396
1780500	299	209	181	311	-28	12	43705	18408
1781500	321	170	186	323	16	2	43721	18410
1782500	324	185	170	321	-15	-3	43706	18407
1783500	310	233	181	276	-52	-34	43654	18373
1784500	299	195	190	316	-5	17	43649	18390
1785500	323	173	181	323	8	0	43657	18390
1786500	292	193	162	353	-31	61	43626	18451
1787500	304	195	174	327	-21	23	43605	18474
1788500	297	227	155	321	-72	24	43533	18498
1789500	353	181	175	291	-6	-62	43527	18436
1790500	324	173	190	313	17	-11	43544	18425
1791500	321	191	190	298	-1	-23	43543	18402
1792500	257	200	183	360	-17	103	43526	18505
1793500	286	184	198	332	14	46	43540	18551
1794500	302	189	163	346	-26	44	43514	18595
1795500	290	215	175	320	-40	30	43474	18625
1796500	297	198	174	331	-24	34	43450	18659
1797500	284	217	161	338	-56	54	43394	18713
1798500	334	211	140	315	-71	-19	43323	18694
1799500	310	184	178	328	-6	18	43317	18712
1800500	318	202	169	311	-33	-7	43284	18705
1801500	319	176	154	351	-22	32	43262	18737
1802500	269	213	158	360	-55	91	43207	18828
1803500	296	198	163	343	-35	47	43172	18875
1804500	348	207	169	276	-38	-72	43134	18803
1805500	296	218	138	348	-80	52	43054	18855
1806500	304	234	158	304	-76	0	42978	18855
1807500	290	237	166	307	-71	17	42907	18872
1808500	285	221	181	313	-40	28	42867	18900
1809500	309	216	165	310	-51	1	42816	18901
1810500	310	237	158	295	-79	-15	42737	18886
1811500	314	204	170	312	-34	-2	42703	18884
1812500	379	202	169	250	-33	-129	42670	18755
1813500	318	188	186	308	-2	-10	42668	18745
1814500	300	189	158	353	-31	53	42637	18798
1815500	312	221	169	298	-52	-14	42585	18784
1816500	301	209	147	343	-62	42	42523	18826
1817500	318	184	170	328	-14	10	42509	18836
1818500	278	168	204	350	36	72	42545	18908
1819500	303	191	174	332	-17	29	42528	18937
1820500	250	177	211	362	34	112	42562	19049
1821500	337	188	164	311	-24	-26	42538	19023
1822500	378	186	155	281	-31	-97	42507	18926
1823500	387	172	161	280	-11	-107	42496	18819
1824500	283	178	190	349	12	66	42508	18885
1825500	303	213	188	296	-25	-7	42483	18878
1826500	296	203	180	321	-23	25	42460	18903
1827500	344	188	150	318	-38	-26	42422	18877
1828500	348	200	158	294	-42	-54	42380	18823
1829500	312	190	208	290	18	-22	42398	18801
1830500	332	210	179	279	-31	-53	42367	18748
1831500	303	201	219	277	18	-26	42385	18722
1832500	337	204	176	283	-28	-54	42357	18668
1833500	333	183	195	289	12	-44	42369	18624
1834500	324	206	166	304	-40	-20	42329	18604
1835500	306	216	181	297	-35	-9	42294	18595
1836500	326	200	162	312	-38	-14	42256	18581
1837500	316	188	162	334	-26	18	42230	18599
1838500	339	168	166	327	-2	-12	42228	18587
1839500	273	195	172	360	-23	87	42205	18674
1840500	297	225	173	305	-52	8	42153	18682
1841500	340	169	156	335	-13	-5	42140	18677
1842500	332	174	196	298	22	-34	42162	18643
1843500	354	171	183	292	12	-62	42174	18581
1844500	342	196	148	314	-48	-28	42126	18553
1845500	319	227	158	296	-69	-23	42057	18530
1846500	270	221	168	341	-53	71	42004	18601
1847500	316	245	167	272	-78	-44	41926	18557
1848500	301	213	170	316	-43	15	41883	18572
1849500	289	213	165	333	-48	44	41835	18616
1850500	294	230	173	303	-57	9	41778	18625
1851500	298	244	180	278	-64	-20	41714	18605
1852500	285	233	186	296	-47	11	41667	18616
1853500	305	214	179	302	-35	-3	41632	18613
1854500	321	181	151	347	-30	26	41602	18639
1855500	333	224	157	286	-67	-47	41535	18592
1856500	360	174	174	292	0	-68	41535	18524
1857500	316	207	148	329	-59	13	41476	18537
1858500	281	185	184	350	-1	69	41475	18606
1859500	293	176	176	355	0	62	41475	18668
1860500	306	175	153	366	-22	60	41453	18728
1861500	346	191	164	299	-27	-47	41426	18681
1862500	311	190	232	267	42	-44	41468	18637
1863500	287	213	222	278	9	-9	41477	18628
1864500	297	189	192	322	3	25	41480	18653
1865500	258	195	201	346	6	88	41486	18741
1866500	286	236	170	308	-66	22	41420	18763
1867500	279	237	186	298	-51	19	41369	18782
1868500	301	231	161	307	-70	6	41299	18788
1869500	350	189	138	323	-51	-27	41248	18761
1870500	331	179	181	309	2	-22	41250	18739
1871500	323	202	174	301	-28	-22	41222	18717
1872500	305	207	152	336	-55	31	41167	18748
1873500	393	183	162	262	-21	-131	41146	18617
1874500	342	207	150	301	-57	-41	41089	18576
1875500	366	197	173	264	-24	-102	41065	18474
1876500	309	219	184	288	-35	-21	41030	18453
1877500	315	226	166	293	-60	-22	40970	18431
1878500	312	209	201	278	-8	-34	40962	18397
1879500	308	182	241	269	59	-39	41021	18358
1880500	332	214	182	272	-32	-60	40989	18298
1881500	302	217	209	272	-8	-30	40981	18268
1882500	305	219	200	276	-19	-29	40962	18239
1883500	321	176	183	320	7	-1	40969	18238
1884500	339	167	149	345	-18	6	40951	18244
1885500	284	210	170	336	-40	52	40911	18296
1886500	283	260	148	309	-112	26	40799	18322
1887500	273	237	159	331	-78	58	40721	18380
1888500	377	186	158	279	-28	-98	40693	18282
1889500	362	181	160	297	-21	-65	40672	18217
1890500	300	186	158	356	-28	56	40644	18273
1891500	312	199	168	321	-31	9	40613	18282
1892500	344	168	154	334	-14	-10	40599	18272
1893500	274	192	170	364	-22	90	40577	18362
1894500	322	182	203	293	21	-29	40598	18333
